Value 1,Value 2,Value 3,Value 4
-3689,1448,8388607,-231861
-2979,1623,8388607,-231951
-1662,1574,8388607,-231557
214,1368,8388607,-231425
2342,939,8388607,-231127
4226,444,8388607,-231322
5908,-81,8388607,-231531
7349,-675,8388607,-231842
8233,-1237,8388607,-232087
8458,-1649,8388607,-232314
8317,-1907,8388607,-232396
7678,-2057,8388607,-232699
6388,-2064,8388607,-233004
4531,-1793,8388607,-232982
2380,-1308,8388607,-232916
393,-846,8388607,-233006
-1363,-371,8388607,-232886
-2831,191,8388607,-232903
-3792,772,8388607,-232711
-4001,1201,8388607,-232609
-3755,1488,8388607,-232247
-3035,1661,8388607,-231857
-1745,1672,8388607,-231542
192,1390,8388607,-231785
2356,831,8388607,-231926
4295,271,8388607,-232136
5993,-239,8388607,-232299
7394,-831,8388607,-232556
8227,-1351,8388607,-232478
8488,-1735,8388607,-232824
8362,-1987,8388607,-232812
7773,-2156,8388607,-232975
6464,-2186,8388607,-233170
4538,-1928,8388607,-233453
2371,-1476,8388607,-233407
459,-1039,8388607,-233152
-1207,-511,8388607,-232874
-2644,91,8388607,-232833
-3496,572,8388607,-232787
-3740,976,8388607,-232675
-3591,1251,8388607,-232685
-2954,1411,8388607,-232996
-1741,1449,8388607,-232891
168,1232,8388607,-232753
2326,823,8388607,-232642
4238,392,8388607,-232539
6048,-137,8388607,-232478
7624,-825,8388607,-232504
8534,-1502,8388607,-232439
8836,-1932,8388607,-232731
8754,-2264,8388607,-232747
8217,-2534,8388607,-232856
6929,-2621,8388607,-233004
4961,-2393,8388607,-233323
2739,-1807,8388607,-233401
821,-1290,8388607,-233276
-854,-827,8388607,-233029
-2343,-275,8388607,-232962
-3405,267,8388607,-232951
-3753,678,8388607,-232996
-3608,989,8388607,-232792
-2942,1240,8388607,-232747
-1613,1283,8388607,-232672
264,1009,8388607,-232585
2418,581,8388607,-232440
4423,34,8388607,-232622
6174,-523,8388607,-232654
7686,-1148,8388607,-232749
8544,-1674,8388607,-232387
8784,-2014,8388607,-232347
8585,-2269,8388607,-232247
7904,-2462,8388607,-232124
6644,-2428,8388607,-231950
4786,-2171,8388607,-232079
2603,-1746,8388607,-232214
616,-1258,8388607,-232315
-1199,-743,8388607,-232027
-2632,-266,8388607,-231629
-3518,280,8388607,-231371
-3857,738,8388607,-231317
-3682,1113,8388607,-231284
-3075,1355,8388607,-231354
-1919,1387,8388607,-231293
-46,1155,8388607,-231168
2028,748,8388607,-230872
3919,271,8388607,-230680
5653,-227,8388607,-230667
7026,-793,8388607,-231022
7916,-1236,8388607,-231063
8200,-1556,8388607,-231184
8015,-1777,8388607,-231186
7464,-2051,8388607,-231221
6211,-2116,8388607,-231369
4333,-1939,8388607,-231459
2213,-1595,8388607,-231437
306,-1139,8388607,-231496
-1401,-573,8388607,-231326
-2834,15,8388607,-231134
-3735,504,8388607,-230859
-4019,962,8388607,-230836
-3901,1254,8388607,-230522
-3328,1424,8388607,-230051
-2141,1410,8388607,-229903
-347,1239,8388607,-229918
1764,891,8388607,-230104
3693,384,8388607,-230288
5391,-91,8388607,-230308
6907,-617,8388607,-230459
7876,-1066,8388607,-230724
8145,-1481,8388607,-231122
7941,-1748,8388607,-231214
7336,-1922,8388607,-231381
6131,-1951,8388607,-231672
4273,-1633,8388607,-231891
2166,-1168,8388607,-231831
204,-646,8388607,-231827
-1593,-62,8388607,-231594
-2996,556,8388607,-231666
-3926,1113,8388607,-231934
-4307,1498,8388607,-231922
-4103,1658,8388607,-231618
-3534,1843,8388607,-231549
-2404,1883,8388607,-231257
-604,1659,8388607,-231027
1478,1251,8388607,-230859
3427,736,8388607,-230984
5138,184,8388607,-231031
6684,-426,8388607,-231177
7672,-902,8388607,-231241
8023,-1292,8388607,-231452
7943,-1624,8388607,-231444
7451,-1854,8388607,-231654
6358,-1891,8388607,-231696
4483,-1662,8388607,-231500
2345,-1225,8388607,-231248
426,-752,8388607,-231229
-1289,-238,8388607,-231117
-2867,331,8388607,-231283
-3896,841,8388607,-231335
-4209,1277,8388607,-231433
-4056,1564,8388607,-231212
-3492,1698,8388607,-231059
-2372,1678,8388607,-230994
-626,1505,8388607,-231108
1455,1152,8388607,-231085
3448,746,8388607,-231231
5173,306,8388607,-231312
6629,-281,8388607,-231497
7596,-804,8388607,-231467
8009,-1341,8388607,-231366
7995,-1750,8388607,-231322
7469,-1947,8388607,-231659
6363,-1842,8388607,-231866
4581,-1529,8388607,-231987
2426,-1139,8388607,-232044
513,-771,8388607,-232199
-1223,-317,8388607,-232077
-2736,281,8388607,-231979
-3774,861,8388607,-231919
-4141,1259,8388607,-232002
-4024,1552,8388607,-231900
-3592,1797,8388607,-231906
-2626,1814,8388607,-231561
-958,1464,8388607,-231534
1082,1034,8388607,-231489
2958,583,8388607,-231293
4618,22,8388607,-231084
6176,-560,8388607,-231248
7320,-1132,8388607,-231368
7722,-1548,8388607,-231396
7473,-1760,8388607,-231494
6846,-1879,8388607,-231767
5616,-1839,8388607,-231959
3738,-1641,8388607,-232275
1568,-1284,8388607,-232181
-269,-835,8388607,-231970
-1819,-393,8388607,-231749
-3332,91,8388607,-231603
-4301,488,8388607,-231550
-4517,817,8388607,-231538
-4124,1078,8388607,-231233
-3271,1157,8388607,-231097
-1962,999,8388607,-231036
168,527,8388607,-230872
2776,-183,8388607,-230478
5383,-1061,8388607,-230514
7876,-1934,8388607,-230529
10618,-2848,8388607,-230804
12858,-3821,8388607,-230810
14313,-4806,8388607,-230956
15279,-5734,8388607,-230985
15875,-6702,8388607,-231230
15666,-7229,8388607,-231416
14338,-7405,8388607,-231824
12696,-7336,8388607,-232119
11663,-7305,8388607,-232257
11039,-7241,8388607,-232103
10521,-7067,8388607,-232055
10369,-6678,8388607,-232123
10608,-6146,8388607,-232127
11536,-5538,8388607,-232147
12953,-4819,8388607,-232277
13339,-4036,8388607,-232336
13106,-3492,8388607,-232677
13603,-3222,8388607,-232710
14030,-3028,8388607,-232644
14503,-2861,8388607,-232118
14874,-3044,8388607,-232047
14424,-3155,8388607,-232109
13236,-2914,8388607,-232269
11704,-2459,8388607,-232162
9863,-1739,8388607,-232239
7636,-942,8388607,-232290
4949,-148,8388607,-232517
1811,746,8388607,-232180
-951,1712,8388607,-232237
-3416,2573,8388607,-232016
-5723,3659,8388607,-231995
-7463,4781,8388607,-232007
-8420,5574,8388607,-231787
-8588,5643,8388607,-231476
-7982,5346,8388607,-231423
-6671,4992,8388607,-231224
-4668,4548,8388607,-231534
-2278,3974,8388607,-231694
94,3292,8388607,-231748
2251,2458,8388607,-232077
4134,1510,8388607,-232287
5542,758,8388607,-232081
6259,251,8388607,-232151
6527,-144,8388607,-232157
6379,-519,8388607,-232287
5646,-656,8388607,-232405
4147,-677,8388607,-232621
2109,-559,8388607,-232829
32,-279,8388607,-232836
-1736,238,8388607,-232770
-3294,752,8388607,-232935
-4374,1198,8388607,-232800
-4875,1639,8388607,-232644
-4904,1914,8388607,-232556
-4509,2158,8388607,-232681
-3511,2311,8388607,-232630
-1838,2181,8388607,-232643
359,1793,8388607,-232764
2404,1343,8388607,-232652
4224,860,8388607,-232435
5855,206,8388607,-232505
7028,-369,8388607,-232602
7632,-767,8388607,-232821
7644,-1049,8388607,-232949
7269,-1262,8388607,-232947
6299,-1344,8388607,-232599
4628,-1237,8388607,-232351
2483,-909,8388607,-232317
463,-511,8388607,-232533
-1296,-57,8388607,-232624
-2907,537,8388607,-232569
-4026,1091,8388607,-232393
-4494,1526,8388607,-232525
-4459,1904,8388607,-232331
-4082,2238,8388607,-232150
-3079,2234,8388607,-231732
-1392,2008,8388607,-231514
711,1573,8388607,-231566
2668,1110,8388607,-231596
4473,596,8388607,-231361
6085,24,8388607,-231530
7264,-548,8388607,-231641
7743,-1016,8388607,-231643
7768,-1291,8388607,-231497
7428,-1541,8388607,-231621
6495,-1647,8388607,-231528
4887,-1492,8388607,-231562
2782,-1202,8388607,-231566
765,-792,8388607,-231599
-1029,-281,8388607,-231481
-2636,324,8388607,-231524
-3834,929,8388607,-231539
-4358,1379,8388607,-231333
-4278,1648,8388607,-231226
-3930,1878,8388607,-231469
-3004,2010,8388607,-231606
-1331,1803,8388607,-231599
818,1391,8388607,-231076
2852,919,8388607,-231126
4634,466,8388607,-231316
6217,-17,8388607,-231597
7340,-548,8388607,-231540
7968,-1084,8388607,-231585
8045,-1516,8388607,-231606
7698,-1767,8388607,-231686
6777,-1827,8388607,-231711
5116,-1648,8388607,-232174
2975,-1337,8388607,-232579
944,-932,8388607,-232660
-812,-394,8388607,-232531
-2459,265,8388607,-232647
-3636,903,8388607,-232597
-4106,1354,8388607,-232522
-4125,1676,8388607,-232529
-3794,1887,8388607,-232482
-2884,1964,8388607,-232374
-1301,1756,8388607,-232191
764,1319,8388607,-231817
2806,840,8388607,-231929
4568,516,8388607,-231864
6197,-37,8388607,-231916
7441,-631,8388607,-231718
8039,-1111,8388607,-231567
8086,-1436,8388607,-231633
7841,-1729,8388607,-231985
6936,-1891,8388607,-232119
5288,-1724,8388607,-232362
3210,-1360,8388607,-232377
1184,-933,8388607,-232721
-606,-490,8388607,-232594
-2246,83,8388607,-232271
-3489,694,8388607,-231862
-4077,1196,8388607,-231802
-4014,1471,8388607,-231910
-3659,1639,8388607,-231872
-2782,1751,8388607,-231387
-1236,1641,8388607,-231131
839,1241,8388607,-230529
2956,836,8388607,-230136
4736,406,8388607,-230037
6358,-129,8388607,-230309
7586,-666,8388607,-230534
8217,-1160,8388607,-230629
8251,-1557,8388607,-230539
7943,-1785,8388607,-230702
7108,-1923,8388607,-230944
5589,-1774,8388607,-231127
3498,-1401,8388607,-231108
1406,-930,8388607,-231086
-317,-501,8388607,-231004
-1976,19,8388607,-231004
-3302,554,8388607,-231047
-3922,981,8388607,-231392
-3922,1263,8388607,-231611
-3696,1521,8388607,-231611
-2898,1646,8388607,-231732
-1240,1492,8388607,-231761
899,1179,8388607,-231456
2953,763,8388607,-231340
4736,339,8388607,-231200
6384,-228,8388607,-231255
7615,-847,8388607,-231338
8143,-1318,8388607,-231424
8186,-1601,8388607,-231242
7976,-1854,8388607,-231224
7109,-2054,8388607,-230990
5585,-1974,8388607,-230984
3519,-1648,8388607,-231003
1436,-1192,8388607,-230962
-364,-752,8388607,-230936
-2067,-120,8388607,-231022
-3317,463,8388607,-231132
-3929,936,8388607,-231006
-4000,1287,8388607,-230742
-3676,1571,8388607,-230726
-2776,1677,8388607,-230550
-1294,1561,8388607,-230536
787,1232,8388607,-230684
2861,698,8388607,-230861
4689,218,8388607,-230971
6318,-302,8388607,-231101
7549,-839,8388607,-231147
8194,-1282,8388607,-231283
8278,-1603,8388607,-231554
8032,-1899,8388607,-231885
7306,-2151,8388607,-231742
5782,-2051,8388607,-231462
3577,-1689,8388607,-231352
1501,-1217,8388607,-231479
-319,-720,8388607,-231694
-2022,-162,8388607,-231933
-3311,395,8388607,-232121
-3957,869,8388607,-232334
-3979,1147,8388607,-232272
-3688,1356,8388607,-232210
-2842,1548,8388607,-232069
-1381,1539,8388607,-232279
637,1209,8388607,-231995
2675,723,8388607,-231907
4424,233,8388607,-232129
6149,-283,8388607,-232355
7452,-802,8388607,-232369
8286,-1296,8388607,-232582
8374,-1719,8388607,-232489
7980,-2061,8388607,-232407
6972,-2219,8388607,-232182
5437,-2234,8388607,-232094
3504,-1995,8388607,-232009
1415,-1444,8388607,-231708
-364,-881,8388607,-231539
-1952,-297,8388607,-231529
-3278,295,8388607,-231468
-3955,758,8388607,-231752
-4069,1094,8388607,-231908
-3833,1361,8388607,-232009
-3004,1469,8388607,-232042
-1513,1384,8388607,-232032
459,1088,8388607,-231911
2473,668,8388607,-231821
4344,149,8388607,-231860
6016,-447,8388607,-232131
7237,-976,8388607,-232341
7921,-1356,8388607,-232537
8015,-1626,8388607,-232295
7767,-1916,8388607,-232208
6976,-2126,8388607,-232144
5541,-2078,8388607,-232201
3455,-1754,8388607,-232064
1375,-1301,8388607,-232087
-361,-902,8388607,-232050
-2034,-374,8388607,-232188
-3457,269,8388607,-232211
-4201,789,8388607,-232179
-4255,1069,8388607,-231863
-3994,1291,8388607,-231676
-3261,1483,8388607,-231671
-1851,1475,8388607,-231776
149,1221,8388607,-231772
2214,732,8388607,-231767
4090,193,8388607,-231509
5724,-333,8388607,-231385
6950,-847,8388607,-231282
7673,-1336,8388607,-231273
7869,-1687,8388607,-231386
7693,-1904,8388607,-231526
6944,-2031,8388607,-231458
5455,-2016,8388607,-231502
3423,-1802,8388607,-231527
1259,-1324,8388607,-231654
-611,-757,8388607,-231654
-2336,-184,8388607,-231716
-3699,403,8388607,-231659
-4427,848,8388607,-231487
-4514,1098,8388607,-231626
-4207,1303,8388607,-231780
-3476,1538,8388607,-231486
-2064,1542,8388607,-231327
-107,1253,8388607,-231271
1919,867,8388607,-231385
3681,450,8388607,-231057
5366,-214,8388607,-231101
6791,-832,8388607,-231184
7534,-1163,8388607,-231366
7651,-1461,8388607,-231441
7469,-1866,8388607,-231570
6725,-2122,8388607,-231571
5342,-2019,8388607,-231629
3314,-1632,8388607,-231739
1190,-1135,8388607,-231806
-656,-700,8388607,-231804
-2367,-114,8388607,-231936
-3729,469,8388607,-231829
-4419,948,8388607,-231543
-4549,1214,8388607,-231139
-4269,1439,8388607,-230616
-3572,1643,8388607,-230177
-2151,1601,8388607,-230194
-130,1342,8388607,-230196
1910,956,8388607,-230452
3766,543,8388607,-230683
5507,-49,8388607,-230762
6886,-685,8388607,-230689
7679,-1181,8388607,-231092
7819,-1521,8388607,-231694
7592,-1842,8388607,-231982
6897,-1975,8388607,-231952
5584,-1898,8388607,-232069
3590,-1606,8388607,-232288
1509,-1144,8388607,-232677
-362,-687,8388607,-232829
-2022,-173,8388607,-232637
-3407,521,8388607,-232174
-4143,1069,8388607,-231974
-4237,1285,8388607,-231559
-3989,1424,8388607,-231388
-3210,1543,8388607,-231163
-1819,1476,8388607,-231153
146,1218,8388607,-230964
2192,839,8388607,-231106
4046,516,8388607,-231110
5747,73,8388607,-231107
7184,-537,8388607,-231126
8027,-1118,8388607,-231447
8263,-1527,8388607,-231362
8054,-1686,8388607,-231317
7379,-1817,8388607,-231305
6052,-1819,8388607,-231419
4054,-1555,8388607,-231190
1925,-1155,8388607,-231242
24,-684,8388607,-231337
-1631,-123,8388607,-231181
-2992,453,8388607,-231131
-3771,929,8388607,-231368
-3909,1235,8388607,-231486
-3580,1418,8388607,-231528
-2824,1565,8388607,-231286
-1552,1632,8388607,-231479
274,1468,8388607,-231694
2343,1055,8388607,-231822
4231,559,8388607,-231912
5848,42,8388607,-231842
7221,-502,8388607,-231880
8086,-955,8388607,-231675
8246,-1277,8388607,-231384
8089,-1592,8388607,-231312
7468,-1851,8388607,-231170
6179,-1835,8388607,-231481
4271,-1701,8388607,-231546
2196,-1303,8388607,-231359
294,-731,8388607,-231302
-1466,-139,8388607,-231473
-2973,500,8388607,-231473
-3811,1072,8388607,-231464
-4034,1482,8388607,-231358
-3792,1664,8388607,-231376
-3084,1819,8388607,-231200
-1767,1843,8388607,-230991
126,1544,8388607,-230706
2208,1118,8388607,-230714
4054,665,8388607,-230665
5768,135,8388607,-230937
7237,-480,8388607,-231096
8021,-996,8388607,-231324
8243,-1401,8388607,-231469
8073,-1614,8388607,-231667
7419,-1771,8388607,-231764
6143,-1712,8388607,-231647
4241,-1477,8388607,-231526
2091,-1049,8388607,-231742
186,-644,8388607,-231734
-1552,-119,8388607,-231711
-3016,527,8388607,-231936
-3815,1026,8388607,-232224
-4007,1421,8388607,-232066
-3760,1686,8388607,-231659
-3132,1880,8388607,-231430
-1854,1891,8388607,-231536
61,1570,8388607,-231782
2136,1084,8388607,-231669
4055,576,8388607,-231486
5779,59,8388607,-231786
7315,-511,8388607,-232087
8202,-974,8388607,-231986
8433,-1348,8388607,-231616
8248,-1594,8388607,-231480
7614,-1841,8388607,-231668
6329,-1856,8388607,-231656
4392,-1561,8388607,-231386
2253,-1131,8388607,-231401
339,-631,8388607,-231419
-1343,-79,8388607,-231473
-2816,504,8388607,-231366
-3688,981,8388607,-231401
-3897,1329,8388607,-231406
-3727,1513,8388607,-231381
-3088,1670,8388607,-231074
-1776,1603,8388607,-231132
66,1386,8388607,-231189
2156,1055,8388607,-231141
4113,602,8388607,-230995
5882,48,8388607,-231075
7355,-556,8388607,-231003
8290,-1064,8388607,-231251
8476,-1436,8388607,-231382
8323,-1712,8388607,-231688
7690,-1851,8388607,-231717
6399,-1798,8388607,-231989
4543,-1635,8388607,-232039
2388,-1305,8388607,-232067
465,-838,8388607,-231921
-1257,-299,8388607,-231961
-2754,276,8388607,-231804
-3619,829,8388607,-231584
-3887,1246,8388607,-231492
-3681,1469,8388607,-231494
-3041,1653,8388607,-231164
-1821,1690,8388607,-231406
108,1427,8388607,-231438
2244,1045,8388607,-231409
4150,565,8388607,-231306
5869,39,8388607,-231376
7279,-518,8388607,-231443
8145,-1185,8388607,-231609
8483,-1657,8388607,-231677
8398,-1937,8388607,-231579
7817,-1967,8388607,-231352
6539,-1992,8388607,-231309
4631,-1730,8388607,-231066
2563,-1316,8388607,-231029
689,-912,8388607,-231099
-1076,-342,8388607,-231212
-2569,303,8388607,-230926
-3509,858,8388607,-230935
-3755,1183,8388607,-231011
-3597,1375,8388607,-231166
-3053,1555,8388607,-231210
-1834,1626,8388607,-230959
-4,1416,8388607,-230733
2106,945,8388607,-230721
4055,461,8388607,-230437
5792,-3,8388607,-230534
7301,-656,8388607,-230632
8189,-1158,8388607,-231020
8499,-1507,8388607,-231234
8417,-1800,8388607,-231254
7891,-2055,8388607,-231213
6726,-2028,8388607,-231421
4847,-1793,8388607,-231832
2653,-1363,8388607,-232026
693,-891,8388607,-232023
-1043,-407,8388607,-232118
-2449,216,8388607,-232129
-3402,736,8388607,-232097
-3732,1120,8388607,-231940
-3609,1396,8388607,-231732
-3051,1637,8388607,-231238
-1890,1653,8388607,-231229
-11,1341,8388607,-231510
2105,913,8388607,-231519
4057,499,8388607,-231044
5731,19,8388607,-230823
7198,-577,8388607,-230721
8198,-1017,8388607,-231032
8516,-1365,8388607,-231027
8381,-1632,8388607,-230941
7861,-1862,8388607,-231127
6698,-1947,8388607,-231149
4823,-1776,8388607,-231102
2643,-1417,8388607,-231472
698,-957,8388607,-231677
-1056,-399,8388607,-231898
-2574,336,8388607,-231756
-3547,858,8388607,-231857
-3703,1111,8388607,-231972
-3635,1415,8388607,-232037
-3212,1654,8388607,-231864
-1965,1629,8388607,-231765
-133,1428,8388607,-231727
1969,1053,8388607,-231638
3931,581,8388607,-231265
5642,2,8388607,-231432
7180,-577,8388607,-231689
8155,-1026,8388607,-231726
8512,-1438,8388607,-231748
8472,-1741,8388607,-231761
7929,-1941,8388607,-231667
6691,-1919,8388607,-231812
4888,-1655,8388607,-231912
2726,-1238,8388607,-232165
709,-810,8388607,-232282
-1061,-349,8388607,-232481
-2581,231,8388607,-232507
-3489,791,8388607,-232494
-3784,1158,8388607,-232043
-3639,1447,8388607,-231751
-3112,1662,8388607,-231607
-1992,1729,8388607,-231486
-211,1620,8388607,-231552
1900,1274,8388607,-231676
3848,745,8388607,-231416
5558,163,8388607,-231489
7096,-503,8388607,-231321
8154,-1012,8388607,-231174
8578,-1351,8388607,-231141
8544,-1572,8388607,-231117
7995,-1772,8388607,-231027
6793,-1895,8388607,-231005
4976,-1692,8388607,-230937
2811,-1276,8388607,-230678
742,-923,8388607,-230474
-1140,-494,8388607,-230749
-2643,182,8388607,-230534
-3622,732,8388607,-230311
-3926,1071,8388607,-230116
-3724,1327,8388607,-230145
-3224,1541,8388607,-229884
-2089,1629,8388607,-229904
-292,1568,8388607,-229889
1743,1262,8388607,-230118
3696,756,8388607,-230436
5408,241,8388607,-230799
6875,-333,8388607,-230897
7948,-876,8388607,-230902
8313,-1313,8388607,-230941
8201,-1646,8388607,-230939
7811,-1848,8388607,-230670
6719,-1942,8388607,-230682
4919,-1776,8388607,-230867
2831,-1329,8388607,-231036
796,-806,8388607,-231022
-976,-362,8388607,-231059
-2549,239,8388607,-231100
-3603,779,8388607,-230891
-3928,1234,8388607,-230664
-3762,1502,8388607,-230572
-3295,1773,8388607,-230513
-2244,1870,8388607,-230797
-484,1622,8388607,-230639
1536,1206,8388607,-230624
3503,627,8388607,-230712
5291,68,8388607,-230750
6861,-473,8388607,-230541
7919,-907,8388607,-230767
8299,-1270,8388607,-231041
8265,-1596,8388607,-231429
7836,-1836,8388607,-231696
6772,-1927,8388607,-231729
4986,-1731,8388607,-231648
2844,-1390,8388607,-231622
826,-969,8388607,-231518
-931,-461,8388607,-231569
-2487,216,8388607,-231259
-3623,830,8388607,-231182
-4012,1254,8388607,-231018
-3845,1536,8388607,-230814
-3432,1769,8388607,-230864
-2339,1768,8388607,-230799
-527,1511,8388607,-230596
1551,1089,8388607,-230435
3510,698,8388607,-230108
5233,258,8388607,-230002
6820,-325,8388607,-230002
7881,-933,8388607,-230289
8313,-1386,8388607,-230436
8275,-1683,8388607,-230472
7884,-1945,8388607,-230301
6838,-1978,8388607,-230570
5084,-1788,8388607,-231035
2991,-1394,8388607,-231281
936,-937,8388607,-231413
